Datetime,Open,High,Low,Close,Volume
2025-11-13 03:45:00+00:00,1759.800048828125,1768.4000244140625,1759.800048828125,1763.199951171875,5578.0
2025-11-13 04:00:00+00:00,1763.0,1770.0999755859375,1763.0,1768.0,8763.0
2025-11-13 04:15:00+00:00,1768.0,1773.0,1765.0,1767.5,6159.0
2025-11-13 04:30:00+00:00,1769.5,1774.0,1769.5,1773.800048828125,4026.0
2025-11-13 04:45:00+00:00,1774.0,1774.0,1770.0999755859375,1772.5,3272.0
2025-11-13 05:00:00+00:00,1772.0,1773.4000244140625,1770.300048828125,1772.9000244140625,1859.0
2025-11-13 05:15:00+00:00,1773.0,1778.0,1770.0,1777.0,7712.0
2025-11-13 05:30:00+00:00,1776.5999755859375,1779.0,1774.0,1774.800048828125,5070.0
2025-11-13 05:45:00+00:00,1774.800048828125,1778.9000244140625,1774.699951171875,1777.9000244140625,2935.0
2025-11-13 06:00:00+00:00,1777.9000244140625,1783.0,1776.0,1782.5999755859375,8249.0
2025-11-13 06:15:00+00:00,1782.5999755859375,1796.4000244140625,1779.0,1794.0999755859375,77362.0
2025-11-13 06:30:00+00:00,1795.800048828125,1797.699951171875,1790.4000244140625,1794.800048828125,11650.0
2025-11-13 06:45:00+00:00,1794.800048828125,1799.0,1780.0,1781.0999755859375,18976.0
2025-11-13 07:00:00+00:00,1780.5,1785.0999755859375,1778.0999755859375,1785.0999755859375,13505.0
2025-11-13 07:15:00+00:00,1783.0999755859375,1784.199951171875,1780.0,1781.4000244140625,12891.0
2025-11-13 07:30:00+00:00,1780.800048828125,1785.0,1780.0,1781.699951171875,10248.0
2025-11-13 07:45:00+00:00,1781.300048828125,1783.199951171875,1780.0,1781.800048828125,12897.0
2025-11-13 08:00:00+00:00,1781.5999755859375,1783.9000244140625,1780.800048828125,1781.9000244140625,9250.0
2025-11-13 08:15:00+00:00,1781.0,1782.9000244140625,1780.800048828125,1780.800048828125,9873.0
2025-11-13 08:30:00+00:00,1781.0,1782.800048828125,1779.0,1781.5,15398.0
2025-11-13 08:45:00+00:00,1780.199951171875,1784.800048828125,1780.0,1783.699951171875,12303.0
2025-11-13 09:00:00+00:00,1783.5999755859375,1784.5,1780.5,1781.699951171875,11200.0
2025-11-13 09:15:00+00:00,1781.699951171875,1783.5,1780.0,1781.0,12435.0
2025-11-13 09:30:00+00:00,1781.199951171875,1782.4000244140625,1780.0,1780.5,17354.0
2025-11-13 09:45:00+00:00,1780.4000244140625,1780.4000244140625,1770.4000244140625,1773.0,21729.0
2025-11-14 03:45:00+00:00,1783.0,1783.0,1758.0,1763.300048828125,6664.0
2025-11-14 04:00:00+00:00,1762.699951171875,1769.0,1762.0999755859375,1769.0,10256.0
2025-11-14 04:15:00+00:00,1769.0,1769.0,1765.0,1765.0,1518.0
2025-11-14 04:30:00+00:00,1765.4000244140625,1772.5,1765.0,1765.300048828125,6715.0
2025-11-14 04:45:00+00:00,1765.199951171875,1767.800048828125,1765.0,1765.5999755859375,918.0
2025-11-14 05:00:00+00:00,1765.5,1767.0,1764.0999755859375,1764.0999755859375,1101.0
2025-11-14 05:15:00+00:00,1764.9000244140625,1764.9000244140625,1762.0,1763.5,3257.0
2025-11-14 05:30:00+00:00,1763.5,1767.4000244140625,1762.5,1765.5999755859375,2562.0
2025-11-14 05:45:00+00:00,1765.800048828125,1771.9000244140625,1765.0,1765.800048828125,2044.0
2025-11-14 06:00:00+00:00,1766.0999755859375,1775.699951171875,1766.0,1771.0,7829.0
2025-11-14 06:15:00+00:00,1771.0,1772.5,1754.4000244140625,1757.0999755859375,29981.0
2025-11-14 06:30:00+00:00,1757.4000244140625,1758.5999755859375,1753.4000244140625,1756.199951171875,6381.0
2025-11-14 06:45:00+00:00,1756.0,1758.9000244140625,1753.699951171875,1757.0,7455.0
2025-11-14 07:00:00+00:00,1758.0999755859375,1766.0,1758.0999755859375,1764.199951171875,10254.0
2025-11-14 07:15:00+00:00,1764.9000244140625,1765.800048828125,1759.5999755859375,1763.9000244140625,3593.0
2025-11-14 07:30:00+00:00,1762.9000244140625,1762.9000244140625,1756.0999755859375,1756.300048828125,3754.0
2025-11-14 07:45:00+00:00,1756.199951171875,1758.0,1753.0,1753.199951171875,4408.0
2025-11-14 08:00:00+00:00,1753.199951171875,1757.199951171875,1752.0,1753.9000244140625,4624.0
2025-11-14 08:15:00+00:00,1753.9000244140625,1754.9000244140625,1752.0,1754.4000244140625,4779.0
2025-11-14 08:30:00+00:00,1754.0,1754.0,1745.199951171875,1747.0,10895.0
2025-11-14 08:45:00+00:00,1747.5,1752.0,1745.9000244140625,1751.300048828125,5364.0
2025-11-14 09:00:00+00:00,1751.0,1752.699951171875,1750.0,1751.199951171875,5007.0
2025-11-14 09:15:00+00:00,1751.199951171875,1752.699951171875,1750.0,1750.5999755859375,4032.0
2025-11-14 09:30:00+00:00,1750.5999755859375,1758.699951171875,1748.0,1754.0,13302.0
2025-11-14 09:45:00+00:00,1754.5999755859375,1757.0999755859375,1750.0,1757.0999755859375,13038.0
2025-11-17 03:45:00+00:00,1837.699951171875,1885.0,1833.5999755859373,1885.0,751480.0
2025-11-17 04:00:00+00:00,1886.0999755859373,1913.0999755859373,1883.9000244140625,1905.0,916555.0
2025-11-17 04:15:00+00:00,1906.0,1923.300048828125,1902.0,1920.9000244140625,709075.0
2025-11-17 04:30:00+00:00,1922.5,1924.300048828125,1910.0999755859373,1921.9000244140625,452544.0
2025-11-17 04:45:00+00:00,1921.199951171875,1928.0,1912.0,1913.5,444850.0
2025-11-17 05:00:00+00:00,1914.199951171875,1922.0,1893.4000244140625,1894.699951171875,764764.0
2025-11-17 05:15:00+00:00,1895.9000244140625,1901.5,1880.0999755859373,1881.199951171875,581211.0
2025-11-17 05:30:00+00:00,1882.0,1895.199951171875,1880.0,1891.5,366665.0
2025-11-17 05:45:00+00:00,1891.0999755859373,1891.300048828125,1881.199951171875,1887.5999755859373,217271.0
2025-11-17 06:00:00+00:00,1886.5999755859373,1900.300048828125,1882.199951171875,1884.300048828125,239761.0
2025-11-17 06:15:00+00:00,1884.199951171875,1914.0,1883.4000244140625,1908.0,467659.0
2025-11-17 06:30:00+00:00,1908.0,1916.4000244140625,1901.699951171875,1916.4000244140625,243601.0
2025-11-17 06:45:00+00:00,1915.4000244140625,1927.5999755859373,1911.199951171875,1921.5,550360.0
2025-11-17 07:00:00+00:00,1921.5,1929.199951171875,1921.0999755859373,1924.5,267581.0
2025-11-17 07:15:00+00:00,1925.0,1938.5999755859373,1920.5,1936.5,282205.0
2025-11-17 07:30:00+00:00,1937.0,1945.0,1934.0999755859373,1942.0,560302.0
2025-11-17 07:45:00+00:00,1942.0,1942.9000244140625,1935.0,1939.199951171875,229950.0
2025-11-17 08:00:00+00:00,1939.0,1945.0,1928.5999755859373,1932.0,416668.0
2025-11-17 08:15:00+00:00,1931.0999755859373,1941.199951171875,1931.0999755859373,1937.199951171875,183150.0
2025-11-17 08:30:00+00:00,1937.5,1951.9000244140625,1937.199951171875,1948.0999755859373,335116.0
2025-11-17 08:45:00+00:00,1948.9000244140625,1959.0,1945.9000244140625,1955.9000244140625,487675.0
2025-11-17 09:00:00+00:00,1955.9000244140625,1963.9000244140625,1945.199951171875,1946.699951171875,572623.0
2025-11-17 09:15:00+00:00,1946.0,1960.0,1940.0,1956.9000244140625,438157.0
2025-11-17 09:30:00+00:00,1956.0,2010.9000244140625,1955.300048828125,2003.0,1291356.0
2025-11-17 09:45:00+00:00,2002.9000244140625,2090.199951171875,1983.4000244140625,2016.199951171875,1383177.0
2025-11-18 03:45:00+00:00,2004.5999755859373,2032.800048828125,1955.0999755859373,2014.0,583512.0
2025-11-18 04:00:00+00:00,2013.5,2047.0,2009.0999755859373,2037.0,699066.0
2025-11-18 04:15:00+00:00,2036.0,2037.9000244140625,2012.0,2021.9000244140625,354077.0
2025-11-18 04:30:00+00:00,2020.5999755859373,2024.9000244140625,1974.199951171875,1976.0,452602.0
2025-11-18 04:45:00+00:00,1976.4000244140625,1980.0,1968.300048828125,1973.0,208810.0
2025-11-18 05:00:00+00:00,1973.800048828125,1980.0,1971.300048828125,1980.0,100187.0
2025-11-18 05:15:00+00:00,1979.5,1981.199951171875,1971.699951171875,1973.199951171875,83786.0
2025-11-18 05:30:00+00:00,1973.0,1976.0,1962.5,1975.5999755859373,115931.0
2025-11-18 05:45:00+00:00,1975.800048828125,1979.0,1973.0,1977.199951171875,49489.0
2025-11-18 06:00:00+00:00,1977.199951171875,1977.9000244140625,1962.0,1964.0,72298.0
2025-11-18 06:15:00+00:00,1964.0,1964.0999755859373,1946.0,1947.0,169205.0
2025-11-18 06:30:00+00:00,1947.0,1954.5999755859373,1946.5999755859373,1949.0,83079.0
2025-11-18 06:45:00+00:00,1948.5999755859373,1949.5,1943.0,1948.4000244140625,61168.0
2025-11-18 07:00:00+00:00,1948.0,1948.5999755859373,1943.800048828125,1945.0999755859373,37183.0
2025-11-18 07:15:00+00:00,1942.5,1944.4000244140625,1936.4000244140625,1940.0,83171.0
2025-11-18 07:30:00+00:00,1940.800048828125,1941.199951171875,1936.0,1937.4000244140625,67433.0
2025-11-18 07:45:00+00:00,1936.9000244140625,1943.9000244140625,1936.0,1943.9000244140625,59253.0
2025-11-18 08:00:00+00:00,1943.300048828125,1970.0,1943.300048828125,1968.699951171875,203382.0
2025-11-18 08:15:00+00:00,1968.699951171875,1968.699951171875,1947.199951171875,1953.5999755859373,125716.0
2025-11-18 08:30:00+00:00,1953.0,1957.300048828125,1947.5,1953.5,36732.0
2025-11-18 08:45:00+00:00,1953.0,1959.0,1950.0,1958.0,44447.0
2025-11-18 09:00:00+00:00,1957.5,1973.699951171875,1957.5,1962.5999755859373,115481.0
2025-11-18 09:15:00+00:00,1962.5999755859373,1964.0999755859373,1957.0,1959.5999755859373,60558.0
2025-11-18 09:30:00+00:00,1962.800048828125,1962.800048828125,1945.800048828125,1949.199951171875,109711.0
2025-11-18 09:45:00+00:00,1950.9000244140625,1960.199951171875,1940.0999755859373,1951.699951171875,196621.0
